
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      120      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 2.11e+00
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :     1200

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
 PQNL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      120      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 2.11e+00
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :     1200

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
     0  2.1136008e+00  3.4732985e+00   3.88e-01     0.0       0       0
Inside of minConf_PQN 
 Iteration   FunEvals Projections     Step Length          rNorm2        Opt Cond
         1          1          4     1.00000e+00     7.16726e-01     3.40252e+00
         2          1         10     1.00000e+00     5.97240e-01     2.18612e+00
         3          1         19     1.00000e+00     4.51289e-01     1.26541e+00
         4          1         28     1.00000e+00     3.81724e-01     9.16052e-01
         5          1         37     1.00000e+00     3.35919e-01     7.32349e-01
         6          1         46     1.00000e+00     2.96182e-01     5.96523e-01
         7          1         57     1.00000e+00     2.61481e-01     5.10040e-01
         8          1         70     1.00000e+00     2.43996e-01     4.28406e-01
         9          1         84     1.00000e+00     2.25061e-01     3.37111e-01
        10          1         98     1.00000e+00     2.09871e-01     3.18247e-01
        11          1        110     1.00000e+00     1.97464e-01     3.00470e-01
        12          1        124     1.00000e+00     1.83737e-01     2.91384e-01
        13          1        136     1.00000e+00     1.75415e-01     2.51814e-01
        14          1        149     1.00000e+00     1.65040e-01     2.16869e-01
        15          1        167     1.00000e+00     1.55808e-01     2.12637e-01
        16          1        186     1.00000e+00     1.43090e-01     2.31901e-01
        17          1        211     1.00000e+00     1.32561e-01     2.19491e-01
        18          1        250     1.00000e+00     1.18755e-01     1.92903e-01
        19          1        271     1.00000e+00     1.11332e-01     1.70129e-01
        20          1        293     1.00000e+00     9.87896e-02     1.60692e-01
        21          1        318     1.00000e+00     9.13183e-02     1.57270e-01
        22          1        333     1.00000e+00     8.30224e-02     1.33006e-01
        23          1        357     1.00000e+00     7.43036e-02     1.11801e-01
        24          1        377     1.00000e+00     6.64410e-02     1.13133e-01
        25          1        408     1.00000e+00     5.96733e-02     1.02030e-01
        26          1        430     1.00000e+00     5.34867e-02     8.19371e-02
        27          1        454     1.00000e+00     4.49676e-02     7.29819e-02
        28          1        479     1.00000e+00     4.06888e-02     6.68813e-02
        29          1        507     1.00000e+00     3.44287e-02     5.75942e-02
        30          1        533     1.00000e+00     2.79899e-02     5.40335e-02
        31          1        571     1.00000e+00     2.24685e-02     4.98295e-02
        32          1        592     1.00000e+00     1.84348e-02     3.97353e-02
        33          1        609     1.00000e+00     1.54463e-02     2.75642e-02
        34          1        629     1.00000e+00     1.23913e-02     2.42955e-02
        35          1        661     1.00000e+00     1.04531e-02     2.42322e-02
        36          1        687     1.00000e+00     8.72500e-03     1.95878e-02
        37          1        714     1.00000e+00     6.85469e-03     1.70165e-02
        38          1        739     1.00000e+00     5.55999e-03     1.28262e-02
        39          1        774     1.00000e+00     4.41395e-03     1.04909e-02
        40          1        800     1.00000e+00     3.49979e-03     8.24657e-03
        41          1        819     1.00000e+00     2.90069e-03     6.43333e-03
        42          1        848     1.00000e+00     2.28829e-03     5.33313e-03
        43          1        868     1.00000e+00     1.97146e-03     4.07843e-03
        44          1        892     1.00000e+00     1.54438e-03     3.19485e-03
        45          1        913     1.00000e+00     1.37666e-03     2.87236e-03
        46          1        930     1.00000e+00     1.14465e-03     2.40213e-03
        47          1        954     1.00000e+00     9.52989e-04     1.78831e-03
        48          1        972     1.00000e+00     7.32436e-04     1.59348e-03
        49          1        999     1.00000e+00     5.91691e-04     1.37201e-03
        50          1       1024     1.00000e+00     4.40437e-04     1.16842e-03
        51          1       1057     1.00000e+00     3.28724e-04     9.72259e-04
        52          1       1078     1.00000e+00     2.68632e-04     7.17699e-04
        53          1       1107     1.00000e+00     2.05710e-04     4.67915e-04
        54          1       1139     1.00000e+00     1.70076e-04     4.12820e-04
        55          1       1164     1.00000e+00     1.39902e-04     3.36488e-04
        56          1       1189     1.00000e+00     1.09761e-04     2.91204e-04
        57          1       1210     1.00000e+00     9.13798e-05     2.31570e-04
Optimal solution found
    57  9.1379821e-05  1.5890833e-04   1.51e-05     0.0      20       0
 EXIT -- Optimal solution found

 Products with A     :      59        Total time   (secs) :     3.5
 Products with A'    :      59        Project time (secs) :     4.6
 Newton iterations   :       0        Mat-vec time (secs) :     0.0


 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      120      No. columns           :      512
 Initial tau           : 0.00e+00      Two-norm of b         : 2.11e+00
 Optimality tol        : 1.00e-04      Target objective      : 0.00e+00
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :     1200

  Iter      Objective   Relative Gap  Rel Error      gNorm   stepG    nnzX    nnzG            tau
     0  2.1136008e+00  0.0000000e+00   1.00e+00  3.879e-01     0.0       0       0  1.1516430e+01
     1  2.0726412e+00  2.3973294e+00   1.00e+00  3.650e-01    -0.3       1       0
     2  1.1326297e+00  2.4428146e+00   1.00e+00  2.600e-01     0.0      49       0
     3  9.4915793e-01  4.7248885e-01   9.49e-01  1.156e-01     0.0      78       0
     4  9.0151922e-01  2.5809789e-01   9.02e-01  9.915e-02     0.0      72       0
     5  8.8697646e-01  1.8444003e-01   8.87e-01  9.303e-02     0.0      63       0
     6  8.5954971e-01  1.7299594e-01   8.60e-01  9.385e-02     0.0      46       0
     7  8.5290775e-01  3.2960598e-01   8.53e-01  1.117e-01     0.0      36       0
     8  8.7109144e-01  5.6079874e-01   8.71e-01  1.233e-01     0.0      32       0
     9  8.4369268e-01  1.0448092e-01   8.44e-01  9.142e-02     0.0      35       0
    10  8.4230152e-01  6.5359300e-02   8.42e-01  8.830e-02     0.0      36       0
    11  8.4194420e-01  3.6168852e-02   8.42e-01  8.592e-02     0.0      36       0  1.9767228e+01
    12  3.5900598e-01  1.1688153e+00   3.59e-01  5.436e-02     0.0      67       0
    13  2.2501240e-01  4.0550889e-01   2.25e-01  3.794e-02     0.0     196       0
    14  1.6688629e-01  1.5090717e-01   1.67e-01  1.853e-02     0.0     190       0
    15  1.5597371e-01  1.1524138e-01   1.56e-01  1.710e-02     0.0     167       0
    16  1.4521297e-01  9.2999600e-02   1.45e-01  1.548e-02     0.0     143       0
    17  1.2993257e-01  9.1058032e-02   1.30e-01  1.471e-02     0.0     120       0
    18  1.3364133e-01  2.1614267e-01   1.34e-01  1.965e-02    -0.3     121       0
    19  1.2593730e-01  1.5891578e-01   1.26e-01  1.778e-02     0.0     133       0
    20  1.1647408e-01  5.2131219e-02   1.16e-01  1.162e-02     0.0     121       0
    21  1.1482794e-01  4.1745982e-02   1.15e-01  1.108e-02     0.0     115       0
    22  1.1028047e-01  3.8049176e-02   1.10e-01  1.059e-02     0.0     115       0
    23  9.7210544e-02  1.6986140e-01   9.72e-02  1.525e-02     0.0      92       0
    24  8.7571689e-02  9.5127980e-02   8.76e-02  1.200e-02    -0.3     106       0
    25  8.1445471e-02  4.1679738e-02   8.14e-02  8.918e-03     0.0     104       0
    26  7.9525546e-02  1.9301662e-02   7.95e-02  7.552e-03     0.0     100       0
    27  7.7788717e-02  2.9594566e-02   7.78e-02  7.926e-03     0.0      97       0
    28  7.5813237e-02  5.2331185e-02   7.58e-02  8.706e-03     0.0      94       0
    29  7.5194486e-02  5.9757621e-02   7.52e-02  9.127e-03    -0.3      96       0
    30  7.2350239e-02  2.0575101e-02   7.24e-02  6.976e-03     0.0      93       0
    31  7.1602322e-02  2.2176978e-02   7.16e-02  7.021e-03     0.0      91       0
    32  6.9535182e-02  1.8405605e-02   6.95e-02  6.671e-03     0.0      91       0
    33  6.8075580e-02  2.2031175e-01   6.81e-02  1.476e-02     0.0      66       0
    34  4.9109949e-02  5.0966564e-02   4.91e-02  6.720e-03    -0.3      77       0
    35  4.1886065e-02  3.6056840e-02   4.19e-02  5.610e-03     0.0      81       0
    36  4.0081915e-02  7.6750529e-03   4.01e-02  3.970e-03     0.0      74       0
    37  3.9014433e-02  1.4494971e-02   3.90e-02  4.188e-03     0.0      74       0
    38  3.7925553e-02  1.1169550e-02   3.79e-02  3.901e-03     0.0      75       0
    39  3.8470709e-02  4.9522576e-02   3.85e-02  5.697e-03     0.0      73       0
    40  3.7772075e-02  4.6104767e-02   3.78e-02  5.503e-03     0.0      77       0
    41  3.5414720e-02  9.1969495e-03   3.54e-02  3.604e-03     0.0      74       0
    42  3.5080933e-02  7.4532297e-03   3.51e-02  3.483e-03     0.0      75       0
    43  3.3843649e-02  6.2715836e-03   3.38e-02  3.325e-03     0.0      73       0
    44  2.8961199e-02  8.3301663e-02   2.90e-02  6.579e-03     0.0      24       0
    45  2.4918828e-02  4.7408288e-02   2.49e-02  4.760e-03    -0.3      31       0
    46  2.3459366e-02  1.0390351e-02   2.35e-02  2.843e-03     0.0      29       0
