
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      200      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 1.56e-01
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :      600

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
   159  1.6584199e-02  4.5899891e-04   6.60e-05     0.0     174       0
   160  1.6517073e-02  2.9857922e-03   1.87e-04    -0.3     172       0
   161  1.6567130e-02  2.8115494e-03   1.88e-04    -0.3     171       0
   162  1.6465439e-02  1.3789902e-03   1.10e-04     0.0     174       0
   163  1.6435779e-02  4.0134557e-04   6.28e-05     0.0     172       0
   164  1.6428197e-02  4.3148932e-04   6.40e-05     0.0     172       0
   165  1.6394927e-02  1.4868894e-03   1.19e-04     0.0     169       0
   166  1.6380465e-02  1.2614544e-03   1.04e-04    -0.3     170       0
   167  1.6356913e-02  5.7726181e-04   7.19e-05     0.0     170       0
   168  1.6348932e-02  4.0943963e-04   6.27e-05     0.0     170       0
   169  1.6343039e-02  4.1431472e-04   6.29e-05     0.0     170       0
   170  1.5027009e-02  9.7067811e-03   5.06e-04     0.0     142       0
   171  1.4996918e-02  7.3462413e-03   4.18e-04    -0.3     167       0
   172  1.6001388e-02  1.3362431e-02   6.87e-04     0.0     153       0
   173  1.4329645e-02  1.2000241e-03   1.02e-04     0.0     163       0
   174  1.4279790e-02  5.0265071e-04   6.42e-05     0.0     152       0
   175  1.4258148e-02  4.5245576e-04   6.13e-05     0.0     152       0
   176  1.4016848e-02  7.6429797e-04   7.29e-05     0.0     157       0
   177  1.4192671e-02  4.6431077e-03   2.60e-04    -0.3     156       0
   178  1.4177702e-02  3.1293276e-03   1.97e-04     0.0     156       0
   179  1.4012894e-02  9.5014717e-04   8.10e-05     0.0     156       0
   180  1.3992442e-02  3.7391871e-04   5.35e-05     0.0     156       0
   181  1.3984334e-02  3.8434336e-04   5.39e-05     0.0     156       0
   182  1.3870244e-02  1.9063738e-03   1.35e-04    -0.3     152       0
   183  1.3871885e-02  2.0083975e-03   1.34e-04    -0.3     152       0
   184  1.3822950e-02  1.0019799e-03   8.84e-05     0.0     153       0
   185  1.3801410e-02  2.9469973e-04   5.12e-05     0.0     153       0
   186  1.3796011e-02  3.1342935e-04   5.22e-05     0.0     153       0
   187  1.3747582e-02  1.0304476e-03   8.53e-05     0.0     152       0
   188  1.3766155e-02  1.3218208e-03   1.04e-04    -0.3     152       0
   189  1.3738020e-02  7.1678891e-04   7.02e-05     0.0     154       0
   190  1.3724471e-02  2.8535399e-04   4.98e-05     0.0     154       0
   191  1.3720538e-02  3.0839784e-04   5.08e-05     0.0     154       0
   192  1.3699893e-02  3.1796891e-04   5.14e-05     0.0     152       0
   193  1.3700609e-02  2.0386102e-03   1.34e-04    -0.3     152       0
   194  1.3662122e-02  3.0941302e-04   5.13e-05    -0.3     152       0
   195  1.3653367e-02  4.7537832e-04   5.86e-05     0.0     152       0
   196  1.3646526e-02  3.1103874e-04   5.08e-05     0.0     152       0
   197  1.3631755e-02  3.3481082e-04   5.18e-05     0.0     152       0
   198  1.3586517e-02  3.4103894e-03   2.11e-04    -0.3     152       0
   199  1.3549847e-02  2.9268373e-03   1.78e-04    -0.3     153       0
   200  1.3465108e-02  1.3481343e-03   1.05e-04     0.0     152       0
   201  1.3418802e-02  2.6491874e-04   4.84e-05     0.0     152       0
   202  1.3411241e-02  2.7395568e-04   4.89e-05     0.0     152       0
   203  1.3379403e-02  4.8523662e-04   5.84e-05     0.0     152       0
   204  1.3383732e-02  1.0315234e-03   8.81e-05    -0.3     152       0
   205  1.3398266e-02  1.6651841e-03   1.16e-04     0.0     153       0
   206  1.3367720e-02  6.1231585e-04   6.64e-05     0.0     152       0
   207  1.3356363e-02  3.1215922e-04   5.03e-05     0.0     152       0
   208  1.3352439e-02  2.8801184e-04   4.91e-05     0.0     152       0
   209  1.3243879e-02  8.4084166e-04   7.79e-05     0.0     151       0
   210  1.3253543e-02  1.3895240e-03   1.02e-04    -0.3     151       0
