
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :      200      No. columns           :      512
 Initial tau           : 2.00e+01      Two-norm of b         : 1.56e-01
 Optimality tol        : 1.00e-04      Target one-norm of x  : 2.00e+01
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :      600

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
   356  6.1457331e-03  1.6445757e-04   2.49e-05     0.0     119       0
   357  6.0763109e-03  1.0446576e-03   6.69e-05     0.0     112       0
   358  6.0894446e-03  7.7931421e-04   5.71e-05    -0.3     112       0
   359  6.0679882e-03  6.8359998e-04   4.96e-05     0.0     112       0
   360  6.0513752e-03  1.7539854e-04   2.52e-05     0.0     112       0
   361  6.0488002e-03  1.7339222e-04   2.50e-05     0.0     112       0
   362  6.0430923e-03  1.7539215e-04   2.51e-05     0.0     112       0
   363  6.0228956e-03  7.1317879e-04   5.08e-05     0.0     112       0
   364  6.0132374e-03  2.0234645e-04   2.68e-05    -0.3     112       0
   365  6.0083525e-03  1.6060480e-04   2.40e-05     0.0     112       0
   366  6.0063933e-03  1.6443184e-04   2.44e-05     0.0     112       0
   367  6.0045271e-03  1.6483643e-04   2.44e-05     0.0     112       0
   368  5.9858204e-03  6.9767144e-04   5.25e-05    -0.3     112       0
   369  5.9667902e-03  1.6004654e-04   2.41e-05    -0.3     112       0
   370  5.9616777e-03  1.7596332e-04   2.53e-05     0.0     112       0
   371  5.9591701e-03  1.6637476e-04   2.45e-05     0.0     112       0
   372  5.9558567e-03  1.6827397e-04   2.46e-05     0.0     112       0
   373  5.9472921e-03  5.2345415e-04   4.14e-05    -0.3     112       0
   374  5.9526067e-03  4.8335669e-04   4.13e-05    -0.3     112       0
   375  5.9426153e-03  2.8673698e-04   3.00e-05     0.0     112       0
   376  5.9369106e-03  1.6542711e-04   2.45e-05     0.0     112       0
   377  5.9353394e-03  1.6452780e-04   2.43e-05     0.0     112       0
   378  5.9289821e-03  1.6640008e-04   2.45e-05     0.0     112       0
   379  5.9219229e-03  4.9754353e-04   4.01e-05    -0.3     112       0
   380  5.9197327e-03  3.0622270e-04   3.20e-05    -0.3     112       0
   381  5.9140723e-03  1.5828681e-04   2.37e-05     0.0     112       0
   382  5.9114608e-03  1.6358657e-04   2.42e-05     0.0     112       0
   383  5.9102511e-03  1.6348268e-04   2.42e-05     0.0     112       0
   384  5.8310187e-03  2.1858526e-03   1.28e-04    -0.3     110       0
   385  5.6982962e-03  2.1072053e-04   2.63e-05    -0.3     110       0
   386  5.6869191e-03  4.2658174e-04   3.81e-05     0.0     110       0
   387  5.6777438e-03  1.2651232e-04   2.23e-05     0.0     110       0
   388  5.6740224e-03  1.6713254e-04   2.45e-05     0.0     110       0
   389  5.6662613e-03  1.3409332e-04   2.26e-05     0.0     110       0
   390  5.6357085e-03  1.4818457e-04   2.25e-05     0.0     111       0
   391  5.6412332e-03  4.8492847e-04   4.06e-05    -0.3     111       0
   392  5.6335442e-03  2.6214304e-04   2.81e-05    -0.3     111       0
   393  5.6283181e-03  1.5414441e-04   2.34e-05     0.0     111       0
   394  5.6262767e-03  1.4725324e-04   2.28e-05     0.0     111       0
   395  5.6248369e-03  1.4743311e-04   2.28e-05     0.0     111       0
   396  5.5877913e-03  1.2245595e-03   7.47e-05    -0.3     110       0
   397  5.5658207e-03  3.3663210e-04   3.29e-05    -0.3     110       0
   398  5.5553453e-03  3.2708745e-04   3.11e-05     0.0     111       0
   399  5.5499920e-03  1.3661088e-04   2.20e-05     0.0     111       0
   400  5.5482166e-03  1.3622981e-04   2.20e-05     0.0     111       0
   401  5.5450123e-03  5.1045432e-04   4.17e-05    -0.3     110       0
   402  5.5334865e-03  1.3409524e-04   2.18e-05    -0.3     110       0
   403  5.5304243e-03  1.3995149e-04   2.23e-05     0.0     110       0
   404  5.5281736e-03  1.3682624e-04   2.20e-05     0.0     110       0
   405  5.5246382e-03  1.3979013e-04   2.23e-05     0.0     110       0
   406  5.5233142e-03  4.3061422e-04   3.59e-05    -0.3     111       0
   407  5.5277275e-03  4.2291645e-04   3.71e-05    -0.3     110       0
   408  5.5190505e-03  2.0938979e-04   2.52e-05     0.0     110       0
   409  5.5148943e-03  1.3724518e-04   2.20e-05     0.0     110       0
   410  5.5136163e-03  1.3670494e-04   2.19e-05     0.0     110       0
   411  5.5040741e-03  1.3718100e-04   2.20e-05     0.0     110       0
   412  5.4866654e-03  1.9475516e-03   1.09e-04    -0.3     110       0
   413  5.4292590e-03  4.8090969e-04   4.03e-05    -0.3     110       0
   414  5.4121469e-03  5.8596053e-04   4.34e-05     0.0     111       0
   415  5.3998262e-03  1.3480205e-04   2.17e-05     0.0     111       0
   416  5.3971565e-03  1.3329429e-04   2.15e-05     0.0     111       0
   417  5.3862707e-03  1.3625930e-04   2.18e-05     0.0     111       0
   418  5.3932547e-03  8.6074212e-04   5.65e-05    -0.3     111       0
   419  5.3763077e-03  1.3208330e-04   2.14e-05    -0.3     110       0
   420  5.3732578e-03  1.2927703e-04   2.11e-05     0.0     110       0
   421  5.3695120e-03  1.3392031e-04   2.16e-05     0.0     110       0
   422  5.3675249e-03  2.4872545e-04   2.67e-05     0.0     110       0
   423  5.3686431e-03  3.1841749e-04   3.13e-05     0.0     110       0
   424  5.3643842e-03  1.6072878e-04   2.25e-05     0.0     110       0
   425  5.3611350e-03  1.3181471e-04   2.14e-05     0.0     110       0
   426  5.3600166e-03  1.3073073e-04   2.13e-05     0.0     110       0
   427  5.3544973e-03  1.3068330e-04   2.13e-05     0.0     110       0
   428  4.4234323e-03  3.3846948e-04   2.96e-05    -0.3     100       0
   429  4.6396551e-03  2.7445577e-03   1.46e-04    -0.3     104       0
   430  4.6818690e-03  2.2635707e-03   1.30e-04    -0.3     100       0
   431  4.4686441e-03  8.9015388e-04   5.63e-05     0.0     101       0
   432  4.4383874e-03  9.4933497e-05   1.77e-05     0.0     101       0
NOTE: solution not actually optimal, best objective value is 4.4234323e-03
 EXIT -- Optimal solution found

 Products with A     :     646        Total time   (secs) :     2.1
 Products with A'    :     433        Project time (secs) :     0.4
 Newton iterations   :       0        Mat-vec time (secs) :     0.7
 Line search its     :     434        Subspace iterations :       0

