
 ==================================================================================
 SPGL1_SLIM v. 46  (Tue, 14 Jun 2011) based on v.1017
 ==================================================================================
 No. rows              :    12800      No. columns           :    34341
 Initial tau           : 1.84e+05      Two-norm of b         : 2.85e+03
 Optimality tol        : 1.00e-04      Target one-norm of x  : 1.84e+05
 Basis pursuit tol     : 1.00e-06      Maximum iterations    :      200

  Iter      Objective   Relative Gap      gNorm   stepG    nnzX    nnzG
   190  2.3564434e+01  2.4959940e+02   5.86e-01    -0.3    6805       0
   191  2.3355626e+01  3.7043261e+01   2.65e-01     0.0    6787       0
   192  2.3345842e+01  3.6765601e+01   2.64e-01     0.0    6787       0
   193  2.3288663e+01  3.5174921e+01   2.61e-01     0.0    6765       0
   194  2.3256868e+01  5.5205351e+02   1.01e+00    -0.3    6721       0
   195  2.2748071e+01  6.4290892e+01   2.96e-01    -0.3    6954       0
   196  2.2596102e+01  9.6657746e+01   3.37e-01     0.0    6919       0
   197  2.2561203e+01  3.9656359e+01   2.58e-01     0.0    6869       0
   198  2.2528793e+01  6.4836055e+01   2.92e-01     0.0    6817       0
   199  2.2516400e+01  1.4711203e+02   4.04e-01     0.0    6780       0
   200  2.2489610e+01  1.2643413e+02   3.75e-01    -0.3    6785       0

 ERROR EXIT -- Too many iterations

 Products with A     :     294        Total time   (secs) :   147.4
 Products with A'    :     201        Project time (secs) :     1.4
 Newton iterations   :       0        Mat-vec time (secs) :   144.7
 Line search its     :     178        Subspace iterations :       0

